Account ID,Contract ID,Contract Start Date,Contract End Date,Status,Contract Type,Recurrence,Billing Amount (converted),6 months Opt Out,Opt Out Exercised
0011n000024FSo1,8001n000005X8DRAA0,2021-05-01,2022-04-30,Signed,Renewal,Recurrent,1837.5,False,False
0011n000024FSo1,8001n000005X8DHAA0,2020-05-01,2021-04-30,Signed,Renewal,Recurrent,1350.0,False,False
0011n000024FSo1,8001n000004bLWRAA2,2022-01-01,2022-12-31,Signed,Upsell,Recurrent,1100.0,False,False
0011n000024FSo1,8001n000003VVmAAAW,2019-12-01,2020-04-30,Signed,New Business,Monthly,1350.0,False,False
0011n000024FSo1,8001n000004bLOmAAM,2022-01-01,,Signed,Upsell,Recurrent,2462.5,False,False
0011n000028rPGn,8001n000008mm0AAAQ,2021-06-18,2022-06-17,Signed,New Business,Recurrent,1200.0,True,False
0011n000028rHjM,8001n000005WeNTAA0,2019-12-01,2020-04-01,Signed,New Business,Monthly,1350.0,False,False
0011n000028rP6z,8001n000008mIOsAAM,2021-03-01,2022-01-01,Signed,New Business,Recurrent,4550.0,True,True
0011n00002eVWGO,8001n000008mwOeAAI,2021-08-04,2022-08-03,Signed,New Business,Recurrent,900.0,False,False
0011n00002eVWGO,8001n000004b9TsAAI,2021-12-15,2022-12-14,Signed,Upsell,Recurrent,550.0,False,False
0011n00002eVWGO,8001n000004b4RlAAI,2021-10-01,2022-09-30,Signed,Upsell,Recurrent,380.0,False,False
0011n00001vWXKM,8001n000004yZCkAAM,2019-06-17,2019-10-14,Signed,New Business,Monthly,1150.0,False,False
0011n00001vW0ql,8001n000005WyIvAAK,2020-02-24,2021-12-01,Signed,Upsell,Recurrent,600.0,False,False
0011n00001vW0ql,8001n000004XaWjAAK,2019-03-25,2021-12-01,Signed,Upsell,Monthly,700.0,False,False
0011n00001vW0ql,8001n000003j2iFAAQ,2019-02-06,2021-12-01,Signed,New Business,Monthly,2000.0,False,False
0011n000025CJIV,8001n000006PjbRAAS,2019-09-16,2020-05-22,Signed,Upsell,Monthly,600.0,False,False
0011n000025CJIV,8001n000005XF58AAG,2020-05-22,2021-05-22,Signed,Renewal,Recurrent,2300.0,False,False
0011n000025CJIV,8001n000005XF5HAAW,2020-05-22,2021-05-22,Signed,Upsell,Recurrent,250.0,False,False
0011n000025CJIV,8001n000005XF5MAAW,2021-05-23,2022-05-22,Signed,Renewal,Recurrent,2415.0,False,False
0011n000025CJIV,8001n000004XqgiAAC,2019-05-20,2020-05-22,Signed,New Business,Monthly,1500.0,False,False
0011n000025CJIV,8001n000003VXDOAA4,2019-10-31,2020-05-22,Signed,Upsell,Monthly,200.0,False,False
0011n00002AziWv,8001n000006PeGPAA0,2019-08-26,2020-05-01,Signed,New Business,Monthly,1250.0,False,False
0011n00002Iy2m9,8001n000008lpoHAAQ,2020-08-14,2021-02-28,Signed,Upsell,Recurrent,525.0,False,False
0011n00002Iy2m9,8001n000008modgAAA,2021-07-01,2022-06-14,Signed,Downsell,Recurrent,2300.0,True,False
0011n00002PIV5K,8001n000004bGa4AAE,2022-01-01,2022-05-03,Signed,Upsell,Recurrent,650.01,False,False
0011n00002PIV5K,8001n000008mZsQAAU,2021-05-03,2022-05-03,Signed,New Business,Recurrent,2295.0,False,False
0011n00002PIUfg,8001n000008m05hAAA,2020-10-29,2022-01-01,Signed,New Business,Recurrent,2000.0,True,True
0011n00002gD9qi,8001n000004bGZuAAM,2021-11-26,2022-11-25,Signed,Upsell,Recurrent,400.0,False,False
0011n00002gD9qi,8001n000004ax6hAAA,2021-08-20,2022-08-19,Signed,New Business,Recurrent,1750.0,True,False
0011n00002PFc6M,8001n000005XKbFAAW,2020-06-29,2021-06-28,Signed,New Business,Recurrent,1900.0,False,False
0011n00002PFc6M,8001n000005XKbeAAG,2021-06-29,2022-06-28,Signed,Renewal,Recurrent,1995.0,False,False
0011n00002MY0Fa,8001n000008me7ZAAQ,2021-05-14,2022-05-13,Signed,New Business,Recurrent,1630.0,True,False
0011n00002MYKSa,8001n000008mTppAAE,2021-06-30,2022-07-01,Signed,Downsell,Recurrent,1050.0,True,False
0011n00002MYKSa,8001n000005X5DCAA0,2020-04-01,2021-04-01,Signed,New Business,Recurrent,1050.0,False,False
0011n00002MYKSa,8001n000005X5DHAA0,2021-04-02,2021-06-12,Signed,Renewal,Recurrent,1102.5,False,False
0011n00002EPXOn,8001n000005WgNBAA0,2019-11-22,2020-06-21,Signed,New Business,Monthly,850.0,False,False
0011n000029UyLg,8001n000008mTIvAAM,2021-03-31,2021-10-01,Signed,New Business,Recurrent,3400.0,True,True
0011n00001rzU3m,8001n000003iRlCAAU,2019-01-04,,Signed,New Business,Monthly,2000.0,False,False
0010Y00000z2eOz,8000Y000000iq8lQAA,2018-01-10,2019-09-01,Signed,New Business,Monthly,1800.0,False,False
0011n00001vVDsy,8001n000008lqauAAA,2020-08-26,2021-08-26,Signed,New Business,Recurrent,1600.0,False,False
0011n00002WsLuH,8001n000008mG76AAE,2021-01-27,2022-01-27,Signed,New Business,Recurrent,1800.0,True,False
0011n00002Wr6ti,8001n000008mYdyAAE,2021-04-21,2022-04-21,Signed,New Business,Recurrent,2500.0,True,False
0010Y00000BXUus,8001n000008mXpjAAE,2021-03-17,2022-03-16,Signed,Renewal,Recurrent,600.0,False,False
0010Y00001fGu58,8001n000005WzsuAAC,2020-03-29,2021-04-21,Signed,Renewal,Recurrent,729.75,False,False
0010Y00001fGu58,8001n000004XbfKAAS,2019-03-29,2020-03-28,Signed,New Business,Monthly,695.0,False,False
0011n00002ZtJV4,8001n000008mVDxAAM,2021-04-12,2021-09-01,Signed,Upsell,Recurrent,900.0,False,False
0011n00002ZtJV4,8001n000004azS6AAI,2021-09-01,2022-08-30,Signed,Downsell,Recurrent,2130.0,False,False
0011n00002ZtJV4,8001n000008mOPDAA2,2021-03-08,2021-09-01,Signed,New Business,Recurrent,1900.0,True,False
0011n000029LrM9,8001n000008mUoiAAE,2021-04-08,2021-06-30,Signed,Upsell,Recurrent,495.0,False,False
0011n000029LrM9,8001n000005XLPoAAO,2020-07-01,2021-06-30,Signed,Upsell,Recurrent,750.0,True,False
0011n000029LrM9,8001n000005XLCaAAO,2020-07-01,2021-06-30,Signed,Renewal,Recurrent,750.0,True,False
0011n000029LrM9,8001n000005XLQDAA4,2021-07-01,2022-06-30,Signed,Renewal,Recurrent,2070.0,True,False
0011n00002Bzc2b,8001n000008luBUAAY,2020-09-21,2021-09-21,Signed,New Business,Non-Recurrent,500.0,False,False
0011n000028svql,8001n0000062iIjAAI,2019-07-17,2019-11-16,Signed,New Business,Monthly,1800.0,False,False
0011n0000258oaE,8001n000005ZkJaAAK,2019-11-08,2020-09-11,Signed,Downsell,Monthly,800.0,False,False
0011n0000258oaE,8001n000004Xs3iAAC,2019-06-01,2019-11-07,Signed,New Business,Monthly,1500.0,False,False
0011n0000259IyJ,8001n000006PfAOAA0,2019-09-23,2020-01-23,Signed,New Business,Monthly,900.0,False,False
0011n00002B1Tuv,8001n000008lte1AAA,2020-09-14,2020-12-20,Signed,Upsell,Recurrent,800.0,True,True
0011n00002B1Tuv,8001n000005X8taAAC,2020-05-12,2020-12-20,Signed,New Business,Recurrent,1800.0,True,True
0011n00001xVnfT,8001n000006PrhTAAS,2019-10-14,2020-04-05,Signed,New Business,Monthly,1750.0,False,False
0010Y00001ajIhj,8001n000005WzF9AAK,2021-01-02,2021-04-22,Signed,Renewal,Recurrent,1323.0,False,False
0010Y00001ajIhj,8001n000005WzEzAAK,2020-01-02,2021-01-01,Signed,Renewal,Recurrent,1260.0,False,False
0010Y00001ajIhj,8001n000003iHzaAAE,2019-01-02,2020-01-01,Signed,New Business,Monthly,1200.0,False,False
0010Y00001ajIhj,8001n000008mYqJAAU,2021-04-22,2022-04-22,Signed,Renewal,Recurrent,1323.0,False,False
0010Y00001aPrU7,8000Y000000jpHhQAI,2018-06-28,2019-03-10,Signed,New Business,Monthly,1500.0,False,False
0010Y00001aPrU7,8001n000004XWdqAAG,2019-03-11,2019-06-29,Signed,Downsell,Monthly,650.0,False,False
0010Y00001ZrJWk,8000Y000000k59JQAQ,2018-07-25,2019-02-01,Signed,New Business,Monthly,3600.0,False,False
0010Y00001ZrJWk,8001n000005XKJzAAO,2020-06-18,2022-01-07,Signed,Renewal,Recurrent,1500.0,False,False
0010Y00001ZrJWk,8001n000004GtuGAAS,2019-02-01,2020-06-17,Signed,Downsell,Monthly,1500.0,False,False
0010Y00001aiuno,8000Y000000jrXIQAY,2018-07-02,2020-03-31,Signed,New Business,Monthly,1750.0,False,False
0010Y00001fz8Mc,8000Y000000kFAxQAM,2018-08-09,2020-06-30,Signed,New Business,Monthly,1900.0,False,False
0010Y00001fz8Mc,8001n000008mZxLAAU,2021-04-29,2021-06-30,Signed,Upsell,Recurrent,740.0,False,False
0010Y00001fz8Mc,8001n000005XJF8AAO,2020-07-01,2021-06-30,Signed,Downsell,Recurrent,1200.0,True,False
0010Y00001fz8Mc,8001n000005XJH9AAO,2021-06-12,2022-06-11,Signed,Renewal,Recurrent,2286.0,True,False
0010Y00001fz8Mc,8001n000008m4LpAAI,2020-11-17,2021-06-30,Signed,Upsell,Recurrent,310.0,True,False
0010Y00000O8ir7,8001n000005XLyjAAG,2021-06-30,2022-06-29,Signed,Renewal,Recurrent,1785.0,False,False
0010Y00000O8ir7,8001n000005XLyUAAW,2020-06-30,2021-06-30,Signed,New Business,Recurrent,1700.0,False,False
0010Y00000Uxjam,8001n000006PhvzAAC,2019-10-01,2020-03-01,Signed,New Business,Monthly,1000.0,False,False
0011n000022PDk5,8001n000004XlLSAA0,2019-05-01,2019-11-01,Signed,New Business,Monthly,1520.74,False,False
0011n00001iaRZz,8001n000008lwfMAAQ,2020-10-07,2021-10-01,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n00001iaRZz,8001n000008lvhWAAQ,2020-10-02,2021-10-01,Signed,Upsell,Recurrent,300.0,False,False
0011n00001iaRZz,8001n000008mQ5ZAAU,2021-03-12,2021-10-01,Signed,Upsell,Recurrent,230.0,False,False
0011n00001iaRZz,8001n0000034SzyAAE,2018-10-05,2019-05-24,Signed,New Business,Monthly,1100.0,False,False
0011n00001iaRZz,8001n000005X7oEAAS,2020-10-02,2021-10-01,Signed,Renewal,Recurrent,1100.0,False,False
0011n00001iaRZz,8001n000005X7o9AAC,2020-04-22,2020-10-01,Signed,Renewal,Recurrent,1100.0,False,False
0011n00001iaRZz,8001n000005Wy9PAAS,2019-05-24,2020-04-21,Signed,Renewal,Recurrent,1100.0,False,False
0011n00001iaRZz,8001n000004b7xRAAQ,2021-10-11,2022-10-10,Signed,Renewal,Recurrent,1711.5,False,False
0011n00001iaRZz,8001n000004b4zOAAQ,2021-10-02,2022-10-01,Signed,Renewal,Recurrent,1711.5,False,False
0011n00001iaRZz,8001n000004Xq6yAAC,2019-05-20,2019-05-24,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n00001iaRZz,8001n000004XsBIAA0,2019-05-24,2019-05-24,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n00001iaRZz,8001n000004b7yKAAQ,2021-10-11,2022-10-10,Signed,Upsell,Recurrent,703.5,False,False
0010Y000014pdSK,8000Y000002jwkaQAA,2018-04-13,,Signed,New Business,Monthly,2500.0,False,False
0011n0000259KKl,8001n000005WgM3AAK,2019-11-25,2021-05-01,Signed,New Business,Recurrent,2000.0,False,False
0011n0000259PPE,8001n000004bBG8AAM,2021-10-22,2022-10-01,Signed,Upsell,Recurrent,2540.76,False,False
0011n0000259PPE,8001n000004b1bnAAA,2021-10-01,2022-10-01,Signed,New Business,Recurrent,6000.0,True,False
0011n0000259M4X,8001n000006PnMAAA0,2019-09-25,2020-04-03,Signed,New Business,Monthly,1450.0,False,False
0011n0000259O3Z,8001n000004yZgFAAU,2019-06-18,2020-06-17,Signed,New Business,Monthly,1950.0,False,False
0011n0000259O3Z,8001n000005XGAPAA4,2020-06-18,2021-06-01,Signed,Renewal,Recurrent,2047.5,False,False
0011n0000259LyC,8001n000005XNL5AAO,2020-07-01,2021-07-01,Signed,New Business,Recurrent,900.0,True,False
0011n0000259LyC,8001n000005XNMDAA4,2021-07-02,2022-07-01,Signed,Renewal,Recurrent,927.0,False,False
0011n0000259LyI,8001n000005WylnAAC,2020-02-26,2020-08-26,Signed,New Business,Non-Recurrent,2422.0,False,False
0011n0000259OJJ,8001n000006OY1wAAG,2019-08-05,,Signed,New Business,Recurrent,1600.0,False,False
0011n0000259Mvz,8001n000005WomSAAS,2020-01-08,2020-07-08,Signed,New Business,Recurrent,850.0,False,False
0011n0000259OOo,8001n000004bAqRAAU,2021-11-23,2022-11-22,Signed,Renewal,Recurrent,1102.5,False,False
0011n0000259OOo,8001n000008m0LLAAY,2020-11-23,2021-11-22,Signed,New Business,Recurrent,1050.0,True,False
0011n0000259P92,8001n000008mIXpAAM,2021-02-22,2022-02-22,Signed,New Business,Recurrent,1875.0,True,False
0011n0000259K5O,8001n000005XHuJAAW,2021-06-08,2022-06-08,Signed,Renewal,Recurrent,4400.0,False,False
0011n0000259K5O,8001n000005XHtzAAG,2020-06-08,2021-06-18,Signed,New Business,Recurrent,2500.0,True,False
0011n0000259K5O,8001n000004b4HRAAY,2021-10-01,2022-10-01,Signed,Renewal,Recurrent,3100.0,False,False
0011n0000259K5O,8001n000008m89YAAQ,2020-12-09,2021-06-18,Signed,Upsell,Recurrent,1300.0,False,False
0011n0000259K5O,8001n000008mVHzAAM,2021-04-12,2021-06-18,Signed,Upsell,Recurrent,600.0,False,False
0011n0000259KEU,8001n000008mVqLAAU,2021-04-15,2022-04-14,Signed,Renewal,Recurrent,1800.0,False,False
0011n0000259KEU,8001n000005XK04AAG,2020-06-18,2021-04-14,Signed,Upsell,Recurrent,312.0,False,False
0011n0000259KEU,8001n000005XJzzAAG,2020-06-18,2021-04-14,Signed,Renewal,Recurrent,1488.0,False,False
0011n0000259KEU,8001n000005WmJdAAK,2020-01-27,2020-06-17,Signed,New Business,Recurrent,1488.0,False,False
0011n0000259KEU,8001n000004bCvmAAE,2021-11-01,2022-04-14,Signed,Upsell,Recurrent,450.0,True,False
0011n0000259MqV,8001n000005WmEdAAK,2019-12-17,2020-12-16,Signed,New Business,Recurrent,2081.0,False,False
0011n0000259MqV,8001n000005XGQrAAO,2020-06-01,2020-12-16,Signed,Upsell,Recurrent,400.0,False,False
0011n0000259MqV,8001n000005Wmh7AAC,2020-12-17,2021-12-16,Signed,Renewal,Recurrent,2710.05,False,False
0011n0000259MqV,8001n000004bHRDAA2,2021-11-29,2022-11-28,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n0000259MqV,8001n000004bITeAAM,2021-12-17,2022-12-16,Signed,Renewal,Recurrent,2845.54,False,False
0011n0000259MqV,8001n000008lus4AAA,2020-09-25,2020-12-16,Signed,Upsell,Recurrent,100.0,False,False
0011n0000259MqV,8001n000008lwjsAAA,2019-12-17,2020-12-16,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n0000259NwK,8001n000008lu3kAAA,2020-09-18,2021-09-17,Signed,New Business,Recurrent,670.0,True,False
0011n0000259NwK,8001n000004b4PBAAY,2021-09-28,2022-09-27,Signed,Renewal,Recurrent,703.5,False,False
0011n0000259OZc,8001n000008mOo8AAE,2021-03-22,2022-01-01,Signed,New Business,Recurrent,1435.0,True,True
0011n0000259OPA,8001n000004ayQ9AAI,2021-08-31,2022-08-30,Signed,Upsell,Recurrent,200.0,False,False
0011n0000259OPA,8001n000008mggxAAA,2021-06-22,2022-06-21,Signed,New Business,Recurrent,1010.0,True,False
0011n0000259KUC,8001n000008mi9hAAA,2021-06-30,2022-06-30,Signed,New Business,Recurrent,5000.0,False,False
0011n0000259Naf,8001n000008mVfXAAU,2021-04-14,2022-04-15,Signed,New Business,Recurrent,1500.0,True,False
0011n0000259OFw,8001n000005Wp1DAAS,2020-01-09,2021-01-09,Signed,New Business,Recurrent,2000.0,False,False
0011n0000259OFw,8001n000005Wp1IAAS,2021-01-10,2022-01-09,Signed,Renewal,Recurrent,2060.0,False,False
0011n0000259Oi5,8001n000006PndjAAC,2019-10-01,2020-08-27,Signed,Upsell,Monthly,350.0,False,False
0011n0000259Oi5,8001n000006PdpnAAC,2019-08-28,2020-08-27,Signed,New Business,Recurrent,1903.33,False,False
0011n0000259Op4,8001n000008ltJ8AAI,2020-09-10,2021-09-09,Signed,New Business,Recurrent,650.0,True,False
0011n0000259Op4,8001n000004b0e8AAA,2021-09-10,2022-09-09,Signed,Renewal,Recurrent,682.5,False,False
0011n0000259NhU,8001n000008mTf6AAE,2021-04-01,2022-04-01,Signed,New Business,Recurrent,2500.0,False,False
0011n0000259O4I,8001n000005X8F8AAK,2020-04-28,2021-04-28,Signed,New Business,Recurrent,2950.0,True,False
0011n0000259O4I,8001n000005X8LGAA0,2021-04-29,2022-04-28,Signed,Renewal,Recurrent,3097.5,True,False
0011n0000259O4U,8001n000008lvYFAAY,2020-10-01,2021-09-30,Signed,New Business,Recurrent,1500.0,False,False
0011n0000259O4U,8001n000004b4bbAAA,2021-10-01,2022-09-30,Signed,Renewal,Recurrent,1575.0,False,False
0011n0000259NoE,8001n000008mJ5mAAE,2021-02-11,2022-02-10,Signed,New Business,Recurrent,2805.0,True,False
0011n0000259NoE,8001n000008mtCLAAY,2021-07-21,2022-07-20,Signed,Upsell,Recurrent,120.0,False,False
0011n0000259O9o,8001n000006Pcs9AAC,2019-08-19,2020-08-19,Signed,New Business,Monthly,1200.0,False,False
0011n0000259O9o,8001n000008lpwzAAA,2020-08-20,2022-06-30,Signed,Downsell,Recurrent,960.0,False,False
0011n0000259OQg,8001n000008lpjCAAQ,2020-08-18,2021-03-18,Signed,New Business,Recurrent,1890.0,True,True
0011n0000259Kp7,8001n000006PdW4AAK,2019-08-21,2020-04-19,Signed,New Business,Monthly,2000.0,False,False
0011n0000259Kp7,8001n000005X86pAAC,2021-04-20,2022-04-19,Signed,Renewal,Recurrent,2415.0,False,False
0011n0000259Kp7,8001n000005X6TKAA0,2020-04-20,2021-04-20,Signed,Renewal,Recurrent,2300.0,False,False
0011n0000259Kp7,8001n000003VVtGAAW,2019-10-24,2020-04-19,Signed,Upsell,Monthly,300.0,False,False
0011n0000259MkE,8001n000008lqi0AAA,2020-09-09,2021-09-08,Signed,Renewal,Recurrent,1575.0,False,False
0011n0000259MkE,8001n000006Phw9AAC,2019-09-09,2020-09-08,Signed,New Business,Monthly,1500.0,False,False
0011n0000259MkE,8001n000004axqLAAQ,2021-09-09,2022-09-08,Signed,Renewal,Recurrent,1653.75,False,False
0011n0000259MkE,8001n000004bGOmAAM,2021-11-22,2022-11-18,Signed,Upsell,Recurrent,1100.0,False,False
0011n0000259OiC,8001n000008m8IzAAI,2021-01-01,2021-12-31,Signed,Renewal,Recurrent,6250.0,False,False
0011n0000259OiC,8001n000005WtAwAAK,2020-02-29,2020-12-31,Signed,New Business,Recurrent,6250.0,False,False
0011n0000259MbC,8001n000008m0mwAAA,2020-10-30,2021-07-13,Signed,Upsell,Recurrent,700.0,False,False
0011n0000259MbC,8001n000008mhgkAAA,2021-06-01,2021-07-13,Signed,Upsell,Recurrent,1075.0,False,False
0011n0000259Nhy,8001n000008mEn5AAE,2021-01-18,2022-01-18,Signed,New Business,Recurrent,1950.0,True,False
0011n0000259O4m,8001n000005XLcdAAG,2020-07-06,2022-07-06,Signed,New Business,Recurrent,3030.0,False,False
0011n0000259O4m,8001n000008mdE5AAI,2021-05-31,2022-05-31,Signed,Upsell,Recurrent,700.0,False,False
0011n0000259O4o,8001n000004yX8tAAE,2019-06-06,2020-06-06,Signed,New Business,Recurrent,2115.0,False,False
0011n0000259O4o,8001n000005XGmxAAG,2020-07-06,2021-07-05,Signed,Renewal,Recurrent,2220.75,False,False
0011n0000259O4o,8001n000005XGlaAAG,2020-06-07,2020-07-05,Signed,Renewal,Recurrent,2220.75,False,False
0011n0000259O4o,8001n000005XnfVAAS,2021-07-06,2022-07-05,Signed,Renewal,Recurrent,2331.79,False,False
0011n0000259MxK,8001n000008mBMpAAM,2020-12-17,2021-12-17,Signed,New Business,Recurrent,1692.0,False,False
0011n0000259MxK,8001n000004bLWlAAM,2021-12-18,2022-12-17,Signed,Renewal,Recurrent,1692.0,False,False
0011n0000259Kpa,8001n000006Pk97AAC,2019-09-18,2020-01-17,Signed,New Business,Monthly,750.0,False,False
0011n0000259Nrl,8001n000006O2RAAA0,2019-09-09,2020-02-09,Signed,New Business,Monthly,1100.0,False,False
0011n0000259LHq,8001n000008mYW9AAM,2021-04-22,2022-04-22,Signed,New Business,Recurrent,2125.0,True,False
0011n0000259NSo,8001n000008mwLLAAY,2021-08-31,2022-08-30,Signed,Renewal,Recurrent,1711.5,False,False
0011n0000259NSo,8001n000008lr75AAA,2020-08-31,2021-08-30,Signed,New Business,Recurrent,1220.0,True,False
0011n0000259NSo,8001n000008m6xlAAA,2020-11-30,2021-08-30,Signed,Upsell,Recurrent,90.0,False,False
0011n0000259NSo,8001n000008m0gEAAQ,2020-10-28,2021-08-30,Signed,Upsell,Recurrent,320.0,False,False
0011n0000259OAQ,8001n000008mgZXAAY,2021-06-01,2022-05-31,Signed,New Business,Recurrent,2950.0,True,False
0011n0000259OAX,8001n000008mZK4AAM,2021-04-26,2022-04-26,Signed,New Business,Recurrent,2850.0,False,False
0011n0000259Of2,8001n000008mwgxAAA,2021-07-14,2022-07-13,Signed,New Business,Recurrent,2000.0,True,False
0011n0000259Of7,8001n000008lttfAAA,2020-09-17,2021-03-05,Signed,Upsell,Recurrent,300.0,False,False
0011n0000259Of7,8001n000005X0N3AAK,2020-03-04,2021-03-05,Signed,Renewal,Recurrent,2000.0,False,False
0011n0000259Of7,8001n000004XqcqAAC,2019-05-22,2020-03-03,Signed,New Business,Monthly,2000.0,False,False
0011n0000259Of7,8001n000008m7YIAAY,2020-12-04,2021-03-05,Signed,Upsell,Recurrent,230.0,False,False
0011n0000259OfC,8001n000008maV8AAI,2021-05-10,2022-05-10,Signed,New Business,Recurrent,1250.0,True,False
0011n0000259P3e,8001n000008m3gmAAA,2020-11-11,2021-02-03,Signed,Upsell,Non-Recurrent,400.0,False,False
0011n0000259P3e,8001n0000054IjgAAE,2020-08-03,2021-02-03,Signed,New Business,Recurrent,850.0,True,True
0011n0000259NKl,8001n000005X0uLAAS,2020-03-23,2020-05-05,Signed,Downsell,Recurrent,1650.0,False,False
0011n0000259NKl,8001n000005WiOjAAK,2019-12-02,,Signed,Upsell,Monthly,350.0,False,False
0011n0000259NKl,8001n000003VYLbAAO,2019-11-05,,Signed,New Business,Monthly,1500.0,False,False
0011n0000259NsO,8001n000008mg10AAA,2021-06-29,2022-06-29,Signed,New Business,Recurrent,2225.0,True,False
0011n0000259Ok9,8001n000008mpHWAAY,2021-07-01,2022-06-30,Signed,Renewal,Recurrent,2500.0,False,False
0011n0000259Ok9,8001n000004z6vbAAA,2019-07-30,2020-06-30,Signed,New Business,Monthly,2000.0,False,False
0011n0000259Ok9,8001n000005XM4IAAW,2020-06-30,2021-06-30,Signed,Renewal,Recurrent,2000.0,False,False
0011n0000259Ok9,8001n000006PoWZAA0,2019-09-30,2020-06-30,Signed,Upsell,Monthly,500.0,False,False
0011n0000259Ok9,8001n000004bBInAAM,2021-10-22,2022-10-21,Signed,Upsell,Recurrent,550.0,False,False
0011n0000259OkJ,8001n000008m7Z6AAI,2020-12-31,2021-12-31,Signed,New Business,Recurrent,2200.0,True,False
0011n0000259OkP,8001n000004az2mAAA,2021-09-15,2022-09-14,Signed,New Business,Recurrent,4500.0,True,False
0011n0000259KMl,8001n000004b0VkAAI,2021-09-09,2023-09-09,Signed,New Business,Recurrent,2170.0,False,False
0011n0000259Nij,8001n000004aylbAAA,2021-09-27,2022-09-26,Signed,New Business,Recurrent,1750.0,True,False
0011n0000259LWX,8001n000006PnKZAA0,2019-09-25,2020-09-24,Signed,New Business,Monthly,2000.0,False,False
0011n0000259LWX,8001n000008luQKAAY,2020-09-25,2021-09-24,Signed,Upsell,Recurrent,375.0,False,False
0011n0000259LWX,8001n000008luQFAAY,2020-09-25,2021-09-24,Signed,Renewal,Recurrent,2000.0,False,False
0011n0000259MSI,8001n000008mHrKAAU,2021-02-01,2021-07-01,Signed,Upsell,Recurrent,130.0,False,False
0011n0000259MSI,8001n000005XMq7AAG,2021-07-02,2022-07-01,Signed,Renewal,Recurrent,1480.0,True,False
0011n0000259MSI,8001n000005XMpxAAG,2020-07-01,2021-07-01,Signed,New Business,Recurrent,1350.0,True,False
0011n0000259Np9,8001n000004b4rAAAQ,2021-10-01,2022-08-31,Signed,Renewal,Recurrent,750.0,False,False
0011n0000259Np9,8001n000008lvGVAAY,2020-10-01,2021-10-01,Signed,New Business,Recurrent,750.0,True,False
0011n0000259Np9,8001n000008mKV2AAM,2021-03-01,2022-10-01,Signed,Upsell,Recurrent,250.0,False,False
0011n0000259MO0,8001n000008mDg3AAE,2021-01-01,2021-12-31,Signed,Renewal,Recurrent,4160.0,False,False
0011n0000259MO0,8001n000005Wsl8AAC,2020-01-29,2020-12-31,Signed,New Business,Recurrent,4160.0,False,False
0011n0000259OfZ,8001n000004zKNbAAM,2019-07-08,2020-02-01,Signed,New Business,Monthly,1900.0,False,False
0011n0000259LjK,8001n000008m8SkAAI,2021-01-01,2021-04-30,Signed,New Business,Recurrent,2100.0,True,True
0011n0000259JsQ,8001n000006PdxhAAC,2019-09-03,2020-09-03,Signed,New Business,Recurrent,3562.5,False,False
0011n0000259JsQ,8001n000004azQZAAY,2021-09-03,2022-09-02,Signed,Renewal,Recurrent,3927.65,False,False
0011n0000259JsQ,8001n000008lqGfAAI,2020-09-03,2021-09-02,Signed,Renewal,Recurrent,3740.63,False,False
0011n0000259JlR,8001n00000638X8AAI,2019-07-18,2020-05-01,Signed,New Business,Monthly,756.0,False,False
0011n0000259LnE,8001n000004yZgUAAU,2019-06-18,2019-10-03,Signed,New Business,Monthly,1000.0,False,False
0011n0000259L0i,8001n000008mQsHAAU,2021-03-18,2021-11-01,Signed,New Business,Recurrent,1350.0,True,True
0011n0000259OhK,8001n000008mu7bAAA,2021-09-01,2022-08-31,Signed,New Business,Recurrent,2000.0,False,False
0011n0000259OhN,8001n000008lvjrAAA,2020-10-05,2021-10-05,Signed,New Business,Recurrent,2700.0,False,False
0011n0000259OhN,8001n000004b2BHAAY,2021-10-06,2022-10-05,Signed,Renewal,Recurrent,2835.0,False,False
0011n0000259KPW,8001n000004axI9AAI,2021-08-20,2022-08-19,Signed,New Business,Recurrent,1200.0,False,False
0011n0000259MAq,8001n000008maWuAAI,2021-05-10,2022-05-10,Signed,New Business,Recurrent,2500.0,True,False
0011n0000259MAq,8001n000004bKZ5AAM,2022-01-01,2022-12-31,Signed,Upsell,Recurrent,1440.0,False,False
0011n0000259KW7,8001n000008maVNAAY,2021-06-07,2022-06-06,Signed,New Business,Recurrent,1300.0,True,False
0011n0000259Nia,8001n000008luXQAAY,2020-09-23,2021-09-22,Signed,New Business,Recurrent,1667.0,True,False
0011n0000259Nia,8001n000004b1ZDAAY,2021-09-23,2022-09-22,Signed,Renewal,Recurrent,1750.35,False,False
0011n0000259Nia,8001n000008mELfAAM,2021-01-11,2021-01-18,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n0000259Olr,8001n000005X8MFAA0,2020-05-24,2021-06-05,Signed,Renewal,Recurrent,1260.0,False,False
0011n0000259Olr,8001n000005X8MJAA0,2021-06-05,2022-06-04,Signed,Renewal,Recurrent,1323.0,False,False
0011n0000259Olr,8001n000004XrxkAAC,2019-05-24,2020-05-23,Signed,New Business,Monthly,1200.0,False,False
0011n0000259Olu,8001n000005X9ipAAC,2020-05-12,2021-05-11,Signed,New Business,Recurrent,1650.0,False,False
